ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.3926,0.6512,10.0461,0.3403,0.7372,9.7729,-0.1558,-0.2115,0.1975,0.0373,0.0181,-0.0106,402.0,6.56,1.31,-50.12,298.46,-4.31,-1.99,5.0,45.548,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,43014,2017-11-09 18:54:09:471
0.4022,0.3926,10.3908,0.3545,0.6453,9.7789,0.3558,-0.2899,-0.5817,-0.0043,-0.0298,-0.0554,399.0,6.13,1.31,-49.87,307.99,-3.83,-2.08,5.0,46.357,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,43514,2017-11-09 18:54:09:971
0.1915,0.3448,9.9599,0.3692,0.6124,9.7805,0.6779,-0.2933,-0.1443,0.0309,0.0287,-0.0138,387.0,6.69,3.25,-50.37,305.01,-3.63,-2.03,5.0,42.701,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,44014,2017-11-09 18:54:10:471
0.1628,0.6608,9.8928,0.4,0.4992,9.7857,0.0482,0.1733,-0.2269,0.0011,-0.0245,-0.05,375.0,6.94,3.31,-49.56,301.75,-2.96,-2.29,5.0,43.188,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,44514,2017-11-09 18:54:10:971
0.565,0.4597,8.8873,0.4114,0.5292,9.7837,0.0276,-0.3947,0.1377,0.0756,-0.0117,0.0394,360.0,8.0,1.94,-50.0,294.58,-3.06,-2.48,5.0,43.837,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,45014,2017-11-09 18:54:11:471
0.3735,0.0192,10.4291,0.4917,0.4926,9.7819,-0.3669,-0.201,0.9044,-0.0117,0.0128,-0.2002,354.0,8.94,3.94,-51.62,296.43,-3.01,-2.68,5.0,42.482,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,45514,2017-11-09 18:54:11:971
1.1396,-0.316,10.7548,0.4808,0.4956,9.7823,0.2632,-0.4002,0.5509,0.0447,-0.0043,0.0266,348.0,7.94,3.94,-51.81,302.05,-2.9,-2.81,5.0,42.03,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,46014,2017-11-09 18:54:12:471
0.6225,0.2873,10.3046,0.4571,0.4895,9.7837,0.5505,-0.3253,0.3141,0.0075,-0.0128,-0.0522,339.0,8.88,3.38,-53.25,300.23,-2.88,-2.55,5.0,42.267,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,46513,2017-11-09 18:54:12:970
0.5267,0.067,10.1418,0.43,0.4779,9.7855,-0.175,-0.3025,-0.0402,-0.0522,-0.0117,0.0394,327.0,10.44,3.56,-53.31,298.02,-2.79,-2.52,5.0,43.122,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,47014,2017-11-09 18:54:13:471
0.4022,0.5746,9.9695,0.461,0.4859,9.7837,-0.4929,0.2175,-0.3036,0.0266,0.0043,-0.0586,318.0,10.81,2.69,-54.5,292.64,-2.84,-2.7,5.0,42.99,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,47513,2017-11-09 18:54:13:970
0.2682,0.6321,9.8545,0.4925,0.4606,9.7834,0.0344,0.0468,0.0301,-0.0245,0.0096,-0.0021,312.0,9.19,3.0,-54.19,293.03,-2.62,-3.04,5.0,41.765,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,48014,2017-11-09 18:54:14:471
0.316,0.3448,9.663,0.4737,0.4453,9.785,-0.0148,-0.2215,-0.0397,0.0149,-0.0096,-0.0085,303.0,9.56,2.13,-55.5,289.47,-2.6,-2.77,5.0,43.201,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,48514,2017-11-09 18:54:14:971
0.3256,0.5746,9.5481,0.4534,0.494,9.7836,-0.1321,0.0721,-0.2937,-0.0266,0.0,-0.0437,297.0,11.0,0.19,-57.0,286.56,-2.8,-2.67,5.0,46.208,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,49014,2017-11-09 18:54:15:471
0.929,0.0383,9.7492,0.4984,0.5476,9.7786,0.3369,0.1267,-0.2496,0.016,-0.0511,0.0564,288.0,10.75,-2.0,-57.44,274.78,-3.2,-2.75,5.0,45.867,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,49514,2017-11-09 18:54:15:971
0.747,0.5267,9.7971,0.5229,0.6596,9.7704,-0.2983,0.008,-0.809,-0.0522,-0.0138,-0.0735,279.0,11.06,-3.87,-57.56,273.53,-3.85,-2.94,5.0,42.6,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,50014,2017-11-09 18:54:16:471
0.2107,0.5363,9.4619,0.4952,0.8038,9.761,-0.4213,-0.2128,-0.4095,0.0224,0.0181,-0.0138,273.0,10.94,-5.19,-57.0,267.58,-4.47,-3.04,5.0,46.085,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,50514,2017-11-09 18:54:16:971
0.2873,0.2969,9.9311,0.5263,0.8829,9.7526,-0.1269,-0.1913,-0.1038,0.0362,0.0245,-0.083,267.0,10.13,-7.87,-57.56,257.94,-5.17,-3.09,5.0,46.546,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,51014,2017-11-09 18:54:17:471
0.3926,0.182,9.6822,0.5902,0.9727,9.7404,-0.1002,-0.8747,0.3472,-0.0468,-0.0202,-0.1278,261.0,10.88,-9.44,-55.56,256.39,-5.69,-3.47,5.0,44.706,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,51513,2017-11-09 18:54:17:970
0.7087,0.4884,9.5672,0.5939,1.0841,9.7284,0.109,-0.6093,-0.2185,-0.0298,-0.0575,-0.3332,252.0,11.63,-11.06,-55.06,249.06,-6.41,-3.54,5.0,41.306,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,52013,2017-11-09 18:54:18:470
0.7661,0.3352,9.596,0.5857,1.2593,9.7078,0.1454,-0.833,0.0826,-0.05,-0.0309,-0.3045,252.0,12.38,-10.87,-53.44,254.32,-7.04,-3.41,5.0,39.839,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,52513,2017-11-09 18:54:18:970
0.747,0.4022,9.6343,0.5334,1.2772,9.7084,-0.0655,-0.6073,0.1937,0.0075,-0.0021,-0.2715,252.0,14.31,-10.06,-52.25,259.06,-7.48,-3.14,5.0,39.234,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,53014,2017-11-09 18:54:19:471
0.8332,0.1437,9.7971,0.4693,1.3199,9.706,-0.4639,-0.9715,0.6127,0.0021,-0.0181,-0.3897,261.0,14.63,-9.56,-50.12,259.31,-7.74,-2.77,5.0,40.634,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,53514,2017-11-09 18:54:19:971
0.431,0.0575,10.2663,0.4244,1.2404,9.7186,-0.0918,-1.0998,0.4448,-0.0649,-0.0479,-0.3034,273.0,15.63,-8.44,-48.31,264.56,-7.55,-2.5,5.0,44.647,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,54014,2017-11-09 18:54:20:471
0.5555,0.431,9.6151,0.4316,1.1808,9.7257,0.1028,-0.7792,-0.2748,-0.1011,-0.1182,-0.4088,276.0,16.75,-5.44,-48.56,272.9,-7.0,-2.47,5.0,42.589,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,54514,2017-11-09 18:54:20:971
1.6951,0.0862,10.3334,1.3903,0.8857,9.667,0.305,-0.8693,-0.139,-0.0713,-0.0894,-0.2395,204.0,12.94,-5.37,-49.25,267.04,-4.86,-8.27,5.0,42.817,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,55013,2017-11-09 18:54:21:470
1.5706,-0.2298,9.8641,1.332,0.8244,9.6807,0.7514,-0.7689,0.2125,-0.0064,0.0021,-0.3013,213.0,13.25,-2.06,-48.56,275.18,-4.62,-7.89,5.0,38.123,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,55514,2017-11-09 18:54:21:971
1.3503,-0.1532,7.8626,1.2812,0.5878,9.7048,0.7158,-0.8132,-0.0182,0.0373,0.0969,-0.3247,186.0,13.69,1.88,-48.62,282.98,-3.34,-7.61,5.0,42.129,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,56014,2017-11-09 18:54:22:471
1.4653,-1.1301,10.1323,1.3825,0.2254,9.706,-0.9291,-0.0397,0.4123,-0.1182,-0.0788,-0.3141,111.0,10.56,5.69,-47.81,292.38,-1.47,-7.82,5.0,42.424,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,56514,2017-11-09 18:54:22:971
2.5283,0.8045,8.1211,0.184,1.3569,9.7105,2.3842,-0.5796,-1.8285,0.8379,0.4716,1.2893,123.0,12.75,-1.06,-49.69,292.1,-4.92,-0.03,5.0,49.413,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,57013,2017-11-09 18:54:23:470
-0.1245,-0.5363,9.4044,0.2692,0.1336,9.802,-0.3202,-1.0403,1.9635,-0.0564,-0.0873,-0.9539,138.0,14.38,-1.87,-49.75,264.83,-0.69,-1.75,5.0,47.311,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,57514,2017-11-09 18:54:23:971
0.5363,-0.3831,10.228,0.1581,0.0674,9.8051,0.2167,-0.394,0.5868,0.033,0.0181,0.0926,150.0,12.81,1.0,-51.5,275.62,-0.4,-0.83,5.0,42.865,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,58014,2017-11-09 18:54:24:471
0.2969,-0.1915,9.8641,0.1797,-0.0392,9.8049,0.1441,-0.3656,0.4009,0.0128,0.0192,0.017,162.0,12.75,-0.75,-51.75,273.67,0.12,-0.98,5.0,48.232,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,58514,2017-11-09 18:54:24:971
0.067,-0.0192,9.596,0.1554,-0.1107,9.8047,0.0867,-0.009,-0.5601,-0.0213,-0.0128,-0.2044,255.0,11.56,0.44,-52.37,267.39,0.65,-0.91,5.0,46.489,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,59014,2017-11-09 18:54:25:471
0.0575,0.0096,9.5864,0.1301,-0.0749,9.8055,0.0947,0.0557,-0.4823,-0.0011,0.0096,0.0202,195.0,8.88,0.0,-52.56,267.29,0.51,-0.8,5.0,50.403,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,59514,2017-11-09 18:54:25:971
0.5459,-0.1628,9.596,0.1758,0.0209,9.805,0.4802,-0.1975,-0.1975,0.0021,-0.4642,-1.136,159.0,8.06,-1.62,-53.25,258.09,-0.12,-1.03,5.0,41.685,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,60014,2017-11-09 18:54:26:471
-0.1437,0.7183,10.0652,0.0531,0.7949,9.7742,-0.6954,-0.0596,0.0692,-0.0192,-0.0266,-0.1086,177.0,4.0,-4.25,-54.12,275.65,-4.72,-0.61,5.0,41.57,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,60514,2017-11-09 18:54:26:971
0.1532,0.5459,10.161,0.1907,0.8164,9.7707,-0.0573,-0.2649,0.3359,-0.1352,-0.1895,0.0266,183.0,4.38,-4.75,-53.37,267.19,-5.02,-0.23,5.0,41.596,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,61014,2017-11-09 18:54:27:471
0.68,0.4501,9.8258,0.5573,0.6834,9.7669,-0.1581,0.019,-0.6495,-0.0884,-0.0149,-0.0128,180.0,0.63,-4.25,-53.5,265.63,-4.0,-3.27,5.0,42.751,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,61514,2017-11-09 18:54:27:971
0.3256,0.6033,9.5864,0.599,0.8163,9.7542,-0.346,-0.4463,0.6266,-0.0234,0.0319,-0.0437,228.0,0.25,-7.44,-53.06,248.29,-4.67,-3.47,5.0,44.651,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,62013,2017-11-09 18:54:28:470
0.9194,0.5076,9.3374,0.751,1.0365,9.7227,-0.1022,-0.5935,0.1869,0.0075,0.0181,-0.0362,285.0,-0.19,-9.5,-52.62,230.31,-6.06,-4.4,5.0,46.906,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,62514,2017-11-09 18:54:28:971
0.814,0.1532,9.6534,0.9093,1.3109,9.6759,-0.313,-0.719,0.0067,0.0149,0.0373,-0.0011,303.0,0.25,-11.87,-52.75,216.99,-7.58,-5.3,5.0,42.285,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,63014,2017-11-09 18:54:29:471
0.5938,0.4884,9.3374,0.9914,1.5264,9.6362,-0.5652,-1.005,-0.2141,-0.0256,-0.0256,0.0234,312.0,0.44,-15.25,-52.25,218.19,-8.95,-5.87,5.0,46.125,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,63513,2017-11-09 18:54:29:970
0.6608,0.1532,9.8545,1.1793,1.5943,9.604,-0.3806,-1.0349,-0.2985,-0.0554,0.0138,0.0043,315.0,0.38,-15.81,-51.12,224.58,-9.68,-6.96,5.0,46.82,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,64013,2017-11-09 18:54:30:470
1.0247,0.1245,9.845,1.2899,1.718,9.5684,-0.357,-1.5279,-0.1179,-0.0394,0.0298,0.0149,315.0,-0.44,-17.31,-49.56,218.17,-10.07,-7.6,5.0,44.245,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,64514,2017-11-09 18:54:30:971
0.5076,0.2107,9.4906,1.3974,1.677,9.5606,-0.9929,-1.4506,0.1952,0.017,-0.0234,-0.0362,309.0,0.5,-18.06,-48.25,220.81,-10.13,-8.53,5.0,46.325,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,65014,2017-11-09 18:54:31:471
0.7949,0.431,9.7109,1.5255,1.6604,9.5438,-0.7046,-1.449,0.4509,-0.016,-0.0053,-0.0948,309.0,1.0,-20.94,-45.81,218.57,-9.94,-9.28,5.0,44.327,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,65514,2017-11-09 18:54:31:971
0.6225,0.3543,10.3717,1.5041,1.5878,9.5596,-0.7039,-1.0741,-0.2118,0.016,0.0032,-0.0958,312.0,3.06,-21.44,-44.0,215.46,-9.32,-8.94,5.0,47.329,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,66014,2017-11-09 18:54:32:471
0.7566,0.182,10.0652,1.5573,1.3934,9.5814,-0.8595,-0.7253,0.0484,-0.05,0.0106,0.0756,309.0,3.5,-20.19,-41.94,217.04,-8.5,-9.47,5.0,43.067,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,66514,2017-11-09 18:54:32:971
0.6991,0.3543,10.0269,1.4932,1.1524,9.6235,-0.8931,-0.9525,0.3085,-0.0735,-0.0298,0.0437,306.0,3.25,-20.62,-39.87,212.26,-6.97,-8.95,5.0,42.897,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,67014,2017-11-09 18:54:33:471
0.4597,0.4118,9.8258,1.3263,0.9023,9.6745,-0.9411,-0.2206,-0.792,-0.0649,-0.0011,0.0224,303.0,3.94,-20.37,-37.12,209.49,-5.47,-8.02,5.0,48.578,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,67514,2017-11-09 18:54:33:971
1.0343,0.182,9.3661,1.2348,0.758,9.699,-1.0206,-0.7668,0.0754,0.0106,0.0043,-0.0256,303.0,3.19,-16.31,-36.62,206.8,-4.61,-7.43,5.0,47.818,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,68015,2017-11-09 18:54:34:472
1.1684,1.0247,9.1363,1.1091,0.686,9.7195,-0.2323,-0.1136,-0.3781,0.0671,0.2278,0.0926,306.0,2.13,-16.44,-34.06,203.55,-3.74,-6.79,5.0,44.622,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,68514,2017-11-09 18:54:34:971
0.3352,0.4022,10.0078,0.8959,0.8026,9.7326,-0.224,-0.3067,0.3361,-0.016,0.017,-0.0522,324.0,2.06,-15.31,-32.44,200.36,-4.73,-5.09,5.0,42.879,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,69013,2017-11-09 18:54:35:470
0.2107,0.6704,9.2895,1.0141,0.6567,9.7319,-0.8135,0.0066,-0.4967,-0.0128,0.0106,0.1831,315.0,-0.19,-14.25,-31.56,195.65,-3.84,-5.95,5.0,41.53,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,69514,2017-11-09 18:54:35:971
1.0534,0.4022,9.6534,1.161,0.5051,9.7245,-0.4761,-0.0304,0.1662,0.0468,0.0053,0.1075,303.0,-1.87,-12.75,-29.75,187.17,-3.12,-6.77,5.0,42.102,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,70014,2017-11-09 18:54:36:471
0.565,0.7374,9.0214,1.2688,0.4668,9.713,-0.5182,0.2605,-1.0049,-0.0458,0.0256,-0.0511,300.0,-4.69,-11.87,-28.37,172.96,-2.83,-7.49,5.0,50.929,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,70514,2017-11-09 18:54:36:971
0.3831,0.1245,10.094,1.4355,0.4083,9.6924,-1.0958,-0.3079,0.353,-0.0192,-0.0128,-0.0128,300.0,-6.25,-11.5,-26.75,169.82,-2.5,-8.51,5.0,51.56,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,71013,2017-11-09 18:54:37:470
0.6321,0.1341,10.0078,1.6031,0.2995,9.67,-0.729,-0.2521,0.0852,0.0405,0.0224,-0.0106,300.0,-8.5,-11.19,-24.75,159.55,-1.75,-9.41,5.0,44.58,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,71513,2017-11-09 18:54:37:970
0.2394,0.1053,10.0748,1.6615,0.0685,9.6646,-1.0113,0.3797,-1.0843,0.0447,-0.0181,0.0958,297.0,-10.56,-9.87,-24.25,149.25,-0.64,-9.77,5.0,51.45,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,72013,2017-11-09 18:54:38:470
0.7661,0.316,9.7683,1.5182,0.0687,9.6881,-0.9085,0.5683,-0.0898,0.0021,-0.0128,-0.0181,294.0,-11.19,-11.0,-22.5,148.08,-0.48,-8.81,5.0,50.89,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,72514,2017-11-09 18:54:38:971
0.4501,0.067,10.3142,1.4945,-0.027,9.692,-1.0611,0.0859,0.5632,-0.0692,0.0202,-0.1299,291.0,-15.0,-10.5,-21.37,131.18,0.2,-9.01,5.0,49.424,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,73014,2017-11-09 18:54:39:471
0.7566,0.5555,8.8873,1.3126,4.0E-4,9.7184,-0.4113,0.4877,-0.54,-0.0309,0.0149,0.1629,285.0,-15.0,-11.62,-21.19,133.11,0.17,-7.92,5.0,46.348,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,73513,2017-11-09 18:54:39:970
0.498,0.1628,10.3142,1.0697,0.0654,9.7479,-0.5651,0.0884,0.5049,-0.0011,-0.0085,0.066,282.0,-15.31,-11.81,-20.81,133.2,-0.38,-6.26,5.0,53.622,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,74014,2017-11-09 18:54:40:471
0.8715,0.3256,9.8545,0.8782,0.1724,9.7657,-0.3827,0.6896,-0.9719,0.0532,-0.0032,-0.0437,276.0,-16.25,-12.69,-19.87,129.53,-0.84,-5.09,5.0,51.173,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,74514,2017-11-09 18:54:40:971
0.6416,0.6704,9.2991,0.7957,0.242,9.7713,0.0605,-0.0437,0.0228,0.0213,-0.0085,-0.1682,264.0,-14.62,-13.0,-19.81,133.11,-1.41,-4.66,5.0,57.236,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,75013,2017-11-09 18:54:41:470
1.1588,0.0,10.3813,0.7949,0.3208,9.7691,0.1076,0.1001,0.3103,0.0,0.0011,-0.4418,210.0,-13.44,-14.44,-20.37,135.15,-1.62,-4.64,5.0,40.341,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,75513,2017-11-09 18:54:41:970
0.5076,0.68,9.5864,0.8407,0.299,9.7659,-0.3181,-0.0742,-0.0118,-0.0021,-0.0064,-0.3694,195.0,-12.44,-16.25,-19.87,146.3,-1.75,-4.92,5.0,41.051,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,76014,2017-11-09 18:54:42:471
0.2203,0.5842,9.481,0.7495,0.3365,9.7721,-0.3636,0.2946,-0.183,-0.0394,0.0138,-0.3407,162.0,-9.37,-17.62,-20.5,155.65,-2.05,-4.46,5.0,40.779,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,76514,2017-11-09 18:54:42:971
0.6704,0.3543,9.7588,0.8103,0.3391,9.7672,0.012,0.0428,0.0763,0.0128,0.0256,-0.2417,159.0,-9.0,-19.0,-19.25,158.0,-1.98,-4.74,5.0,43.017,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,77014,2017-11-09 18:54:43:471
0.5842,0.2298,10.1131,0.8009,0.3918,9.766,-0.46,-0.1357,0.3301,-0.0011,-0.0075,-0.4056,159.0,-4.81,-19.5,-21.56,170.37,-2.2,-4.72,5.0,42.38,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,77513,2017-11-09 18:54:43:970
1.0534,0.5076,9.7779,0.8147,0.4374,9.7629,-0.2925,0.0887,-0.1573,-0.0554,0.0,-0.3929,162.0,-2.0,-20.25,-20.5,176.12,-2.46,-4.63,5.0,41.758,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,78013,2017-11-09 18:54:44:470
0.6321,0.2394,9.7971,0.7166,0.3975,9.7723,-0.8128,0.3158,-0.1153,-0.0256,-0.0383,-0.3449,171.0,2.19,-20.62,-20.69,189.94,-2.32,-4.19,5.0,41.595,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,78514,2017-11-09 18:54:44:971
0.68,0.3256,10.1706,0.692,0.3818,9.7747,-0.0971,0.0735,-0.4023,-0.0351,-0.0149,-0.3215,174.0,5.38,-18.81,-22.12,202.4,-2.32,-4.1,5.0,40.629,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,79014,2017-11-09 18:54:45:471
0.431,0.1628,9.979,0.6558,0.3992,9.7765,-0.3759,0.0122,-0.2469,-0.033,-0.0085,-0.3077,189.0,7.56,-17.94,-22.06,208.92,-2.33,-3.84,5.0,38.568,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,79514,2017-11-09 18:54:45:971
0.747,0.498,8.6574,0.6876,0.4269,9.7731,-0.5863,-0.2675,0.3909,-0.0256,-0.0096,-0.4727,171.0,10.38,-15.56,-21.94,217.34,-2.41,-4.01,5.0,40.163,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,80014,2017-11-09 18:54:46:471
1.1301,0.3735,9.5864,0.714,0.4088,9.772,0.3846,-0.3408,0.3168,-0.0479,-0.0745,-0.3918,96.0,12.13,-13.5,-23.0,228.51,-2.39,-4.18,5.0,46.521,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,80513,2017-11-09 18:54:46:970
0.3926,0.2682,10.2472,0.7255,0.4024,9.7714,-0.1071,-0.1172,0.3849,-0.0309,0.0351,-0.3471,126.0,13.75,-10.62,-23.69,236.9,-2.11,-4.13,5.0,43.792,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,81013,2017-11-09 18:54:47:470
0.7853,0.6704,10.2472,1.0264,0.5904,9.7348,-0.5509,0.1214,0.0239,0.3034,-0.3556,0.0362,153.0,12.75,-10.5,-24.5,241.08,-2.85,-5.0,5.0,40.424,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,81514,2017-11-09 18:54:47:971
-1.5514,0.1341,10.6494,0.4543,0.3766,9.7888,-1.3589,-0.1236,0.2109,0.0479,-0.0735,0.8922,132.0,11.06,-13.5,-24.37,225.63,-2.3,-3.19,5.0,41.006,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,82014,2017-11-09 18:54:48:471
0.4022,0.1437,9.5864,-0.3175,0.5835,9.7841,-0.1719,-0.6917,-0.2447,0.0149,-0.1884,0.0202,123.0,9.31,-19.87,-19.75,205.38,-3.44,1.65,5.0,38.348,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,82514,2017-11-09 18:54:48:971
0.9481,-0.2969,10.7931,0.6594,0.2623,9.7809,0.3172,-0.2894,0.9568,-0.0948,-0.3343,0.083,129.0,6.25,-19.06,-18.94,201.44,-1.53,-3.86,5.0,38.34,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,83013,2017-11-09 18:54:49:470
0.6321,0.4501,9.6726,0.7667,0.2098,9.7743,0.3151,0.6498,-0.5329,0.0256,0.0617,0.3524,114.0,3.19,-19.62,-17.87,196.17,-0.92,-4.33,5.0,46.736,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,83514,2017-11-09 18:54:49:971
0.0766,0.3065,9.6534,0.6986,0.2511,9.7785,-0.426,0.0574,-0.2605,-0.0298,0.0287,0.033,96.0,2.19,-19.81,-18.94,189.74,-1.47,-4.09,5.0,45.842,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,84013,2017-11-09 18:54:50:470
0.431,0.5746,9.3278,0.6753,0.2345,9.7805,0.015,0.1877,-0.0731,-0.0724,0.0256,-0.1661,66.0,4.19,-19.37,-18.56,196.03,-1.43,-4.03,5.0,46.683,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,84514,2017-11-09 18:54:50:971
0.431,0.249,9.5768,0.6346,0.2727,9.7822,-0.0656,0.0314,-0.6846,-0.0011,0.0309,-0.3471,249.0,6.19,-19.44,-18.31,201.13,-1.59,-3.71,5.0,44.235,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,85013,2017-11-09 18:54:51:470
0.5746,0.0575,10.3717,0.618,0.3356,9.7813,0.1572,-0.0813,0.5032,0.0277,0.0224,-0.0884,324.0,6.88,-18.87,-17.62,203.62,-2.01,-3.59,5.0,40.221,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,85513,2017-11-09 18:54:51:970
0.7374,0.3543,9.9407,0.634,0.3068,9.7813,0.0436,0.0383,0.2972,0.016,-0.0064,0.1075,339.0,6.56,-17.81,-17.06,204.8,-1.78,-3.68,5.0,46.691,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,86014,2017-11-09 18:54:52:471
0.747,0.2873,9.9024,0.6357,0.3137,9.7809,0.1952,0.1089,-0.8498,-0.0649,-0.0075,0.0064,345.0,6.0,-18.56,-17.0,201.01,-1.83,-3.72,5.0,46.87,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,86514,2017-11-09 18:54:52:971
