ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.3256,0.5363,9.845,0.54,0.4976,9.7791,-0.1604,-0.4904,0.0834,0.0053,-0.0096,-0.0053,456.0,7.19,6.63,-23.81,311.28,-2.93,-3.22,5.0,43.335,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,5014,2017-11-09 18:53:31:471
0.8715,0.4693,9.8833,0.4846,0.5905,9.7768,0.1451,-0.3818,0.2224,0.0192,-0.0106,-0.0862,459.0,6.69,5.25,-24.87,308.43,-3.53,-2.77,5.0,43.666,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,5514,2017-11-09 18:53:31:971
0.9673,-0.2969,10.3621,0.6087,0.4867,9.7756,0.2411,-0.5873,0.3812,0.0437,-0.0181,-0.0468,465.0,6.69,6.25,-25.69,309.63,-2.92,-3.56,5.0,43.027,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,6014,2017-11-09 18:53:32:471
0.7661,0.0575,10.0556,0.6451,0.4559,9.7747,-0.0386,-0.4299,0.5974,-0.0405,0.0192,0.1118,468.0,6.19,6.0,-25.87,312.79,-2.58,-3.82,5.0,42.032,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,6514,2017-11-09 18:53:32:971
0.2586,0.4788,10.2376,0.6859,0.3551,9.7761,-0.2964,0.0677,-0.1781,-0.0181,0.0373,-0.0511,468.0,6.44,6.63,-25.94,311.77,-2.14,-3.96,5.0,42.919,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,7014,2017-11-09 18:53:33:471
0.5459,0.747,9.8833,0.6301,0.3647,9.7795,0.4804,-0.3616,0.27,0.0628,0.0202,-0.0032,471.0,7.38,5.63,-27.5,307.75,-2.13,-3.7,5.0,42.486,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,7514,2017-11-09 18:53:33:971
0.4405,0.7757,9.1459,0.7,0.3533,9.7752,0.1175,-0.0422,-0.1673,0.0341,-0.0011,-0.0426,477.0,6.25,6.25,-27.31,311.3,-2.06,-4.1,5.0,55.91,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,8014,2017-11-09 18:53:34:471
0.747,0.316,10.0461,0.7143,0.4023,9.7723,0.0274,-0.1965,0.3742,-0.0213,0.0053,-0.0383,480.0,6.19,6.06,-28.87,312.16,-2.55,-4.03,5.0,48.183,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,8514,2017-11-09 18:53:34:971
0.5938,0.1724,10.228,0.767,0.3529,9.7702,0.1213,-0.4528,0.7494,0.0767,0.0607,0.0181,483.0,6.13,6.81,-28.19,314.38,-2.13,-4.44,5.0,52.775,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,9013,2017-11-09 18:53:35:470
0.2969,0.7949,9.414,0.7221,0.3627,9.7732,-0.046,0.0698,0.2851,-0.0543,-0.0117,0.0075,483.0,5.5,6.06,-29.31,310.83,-2.08,-4.26,5.0,49.86,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,9514,2017-11-09 18:53:35:971
0.5459,-0.1149,10.6398,0.6928,0.3729,9.775,0.4508,0.0566,-0.9028,-0.0798,0.0213,0.0458,486.0,5.88,5.88,-30.62,311.56,-2.28,-3.97,5.0,42.793,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,10014,2017-11-09 18:53:36:471
0.996,-0.2394,10.0844,0.6938,0.3912,9.7742,0.3909,-0.4521,0.1276,0.0937,0.0405,-0.0341,489.0,7.56,5.0,-30.31,304.58,-2.41,-3.92,5.0,43.196,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,10514,2017-11-09 18:53:36:971
0.7278,0.7374,9.5289,0.6821,0.445,9.7727,-0.0581,0.1606,-0.1847,-0.0554,-0.0138,-0.0852,492.0,5.81,5.19,-32.25,307.93,-2.57,-4.01,5.0,42.802,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,11013,2017-11-09 18:53:37:470
0.9768,0.1437,10.1131,0.6599,0.4626,9.7734,-0.2613,0.3978,-0.558,0.0117,0.0309,0.0021,495.0,6.06,5.31,-31.31,312.84,-2.74,-3.8,5.0,41.734,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,11514,2017-11-09 18:53:37:971
1.1396,0.6129,9.5385,0.6498,0.4283,9.7757,0.1115,-0.5286,0.4497,0.0767,-0.0479,-0.0192,498.0,5.81,6.31,-32.19,312.27,-2.5,-3.8,5.0,42.846,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,12014,2017-11-09 18:53:38:471
0.5076,0.249,9.4332,0.6137,0.364,9.7806,0.3294,0.0467,0.1318,-0.0138,-0.0394,0.0447,510.0,6.44,4.63,-33.37,302.46,-2.06,-3.71,5.0,42.288,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,12514,2017-11-09 18:53:38:971
0.8715,0.1628,10.41,0.6461,0.4052,9.7769,0.1506,-0.2505,0.3104,0.0351,0.0032,-0.0266,516.0,6.94,4.19,-33.94,300.42,-2.39,-3.71,5.0,43.124,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,13014,2017-11-09 18:53:39:471
0.5459,0.5746,10.1897,0.6625,0.4408,9.7743,0.0396,-0.2005,0.5297,-0.0628,-0.0117,0.0234,519.0,6.13,4.75,-34.75,307.89,-2.55,-3.94,5.0,43.066,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,13515,2017-11-09 18:53:39:972
0.5076,0.2298,10.5632,0.6504,0.3977,9.7769,-0.1537,-0.1743,0.7328,-0.0064,-0.017,0.0735,528.0,6.63,5.38,-34.62,300.29,-2.45,-3.89,5.0,43.363,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,14014,2017-11-09 18:53:40:471
0.8428,0.3639,10.4291,0.5757,0.4896,9.7774,-0.2717,-0.3315,0.2622,0.0032,0.0341,0.0287,528.0,7.56,4.13,-35.5,299.83,-2.91,-3.34,5.0,43.034,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,14514,2017-11-09 18:53:40:971
0.6033,0.5938,10.2759,0.569,0.5473,9.7748,0.0379,0.0129,0.4416,-0.0894,-0.0383,0.1107,531.0,7.63,2.56,-35.81,296.27,-3.2,-3.33,5.0,44.969,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,15014,2017-11-09 18:53:41:471
0.68,0.6225,9.979,0.5746,0.5893,9.772,0.2599,-0.108,0.1691,-0.0011,0.0192,-0.0213,537.0,7.13,2.0,-36.69,298.81,-3.28,-3.42,5.0,44.869,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,15514,2017-11-09 18:53:41:971
1.1588,0.4501,9.9599,0.5803,0.5473,9.7741,-0.1397,0.1545,-0.1573,-0.0224,-0.0192,-0.0256,543.0,6.69,2.69,-37.31,298.74,-3.17,-3.34,5.0,44.564,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,16014,2017-11-09 18:53:42:471
0.7853,0.1053,10.3813,0.6023,0.5018,9.7752,-0.1286,-0.0257,-0.236,0.0053,0.0564,0.0745,552.0,6.44,2.44,-37.75,298.11,-3.02,-3.5,5.0,44.564,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,16513,2017-11-09 18:53:42:970
1.0151,-0.1245,10.1801,0.5495,0.6259,9.7712,0.4636,-0.6151,0.6594,-0.0809,-0.0181,0.0064,558.0,7.63,2.13,-38.37,293.44,-3.66,-3.22,5.0,43.259,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,17014,2017-11-09 18:53:43:471
0.7374,0.3352,9.5768,0.5743,0.5739,9.7729,0.2086,0.0356,-0.1552,-0.0064,0.0362,-0.0224,564.0,6.81,0.81,-39.12,289.82,-3.45,-3.25,5.0,43.28,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,17513,2017-11-09 18:53:43:970
0.249,1.0918,9.1746,0.6052,0.6107,9.7688,0.0111,-0.3417,0.3892,0.1427,-0.0085,-0.0596,573.0,7.0,0.31,-39.25,284.31,-3.57,-3.55,5.0,43.506,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,18013,2017-11-09 18:53:44:470
0.3352,0.3448,10.0748,0.5964,0.6326,9.768,-0.1975,-0.5085,0.0554,-0.0873,0.0096,0.0213,573.0,6.69,0.5,-39.56,284.55,-3.67,-3.69,5.0,41.947,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,18514,2017-11-09 18:53:44:971
0.6991,0.1437,9.5289,0.5691,0.6629,9.7676,0.0456,-0.4507,-0.1207,-0.0128,-0.0021,-0.0213,576.0,6.0,-0.25,-39.5,281.03,-3.8,-3.38,5.0,42.169,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,19013,2017-11-09 18:53:45:470
0.5842,0.5842,9.8928,0.5544,0.6373,9.7701,-0.018,-0.6407,-0.0644,0.0213,0.016,0.0213,585.0,6.13,-0.75,-39.37,280.44,-3.73,-3.25,5.0,46.663,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,19513,2017-11-09 18:53:45:970
0.6895,0.3065,10.2855,0.5694,0.6689,9.7672,-0.1735,-0.0341,0.4003,0.0298,-0.0373,0.0021,588.0,5.88,-2.31,-39.5,282.07,-4.08,-3.21,5.0,54.681,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,20014,2017-11-09 18:53:46:471
0.8715,0.067,9.165,0.6116,0.7268,9.7605,-0.0539,-0.5004,0.454,-0.0479,0.0341,-0.0873,588.0,5.19,-1.94,-40.31,277.16,-4.25,-3.59,5.0,50.168,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,20514,2017-11-09 18:53:46:971
1.0439,-0.0287,10.2185,0.6029,0.7439,9.7597,-0.0213,0.1948,-0.1412,0.0937,0.0149,0.0181,588.0,5.63,-3.12,-39.81,276.63,-4.25,-3.65,5.0,47.891,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,21013,2017-11-09 18:53:47:470
0.3639,0.7949,9.5768,0.5756,0.7715,9.7592,-0.2066,0.0049,-0.2392,0.0181,-0.0256,0.0287,594.0,5.56,-2.37,-38.62,277.16,-4.51,-3.38,5.0,46.324,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,21514,2017-11-09 18:53:47:971
0.814,0.6608,9.481,0.6128,0.7717,9.757,0.2122,-0.5782,0.0463,0.1011,0.0671,0.0383,597.0,4.88,-3.44,-39.0,270.01,-4.44,-3.58,5.0,42.734,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,22014,2017-11-09 18:53:48:471
0.0383,0.6895,9.596,0.6619,0.7294,9.757,0.2943,-0.8682,0.5951,-0.016,-0.0256,-0.0798,570.0,5.44,-4.25,-39.37,262.15,-4.37,-3.89,5.0,46.17,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,22514,2017-11-09 18:53:48:971
0.6416,0.565,10.1035,0.7133,0.7103,9.7548,-0.0374,-0.5408,0.2052,0.0117,0.0234,-0.0213,603.0,5.0,-4.25,-39.31,268.92,-4.23,-4.07,5.0,46.108,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,23013,2017-11-09 18:53:49:470
0.5746,0.3448,9.5864,0.6719,0.7177,9.7572,0.1973,-0.6039,0.0172,-0.0224,-0.0234,-0.1927,588.0,5.56,-3.94,-39.25,262.23,-4.18,-3.98,5.0,42.736,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,23513,2017-11-09 18:53:49:970
1.2258,0.5267,10.228,0.608,0.7348,9.7601,0.4477,-0.2437,0.6024,-0.0351,-0.0628,-0.3811,576.0,4.25,-3.0,-38.56,269.51,-4.35,-3.55,5.0,39.842,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,24013,2017-11-09 18:53:50:470
0.431,0.5746,9.8258,0.5427,0.7966,9.7591,-0.4083,-0.2614,-0.2298,-0.0266,-0.0926,-0.3716,582.0,4.63,-2.75,-38.06,269.65,-4.49,-3.3,5.0,39.947,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,24514,2017-11-09 18:53:50:971
0.249,0.4884,9.6055,0.4638,0.7942,9.7634,-0.234,-0.3239,-0.2134,0.0213,-0.0021,-0.2545,612.0,4.06,-2.87,-38.19,270.7,-4.53,-2.82,5.0,40.945,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,25014,2017-11-09 18:53:51:471
0.9194,0.3256,9.7492,0.4173,0.7903,9.7658,-0.4881,-0.1472,-0.57,-0.0639,0.0224,-0.2438,627.0,4.38,-1.12,-38.44,290.04,-4.62,-2.45,5.0,40.118,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,25513,2017-11-09 18:53:51:970
0.6416,0.2394,10.1897,0.3396,0.7729,9.7702,0.4569,-0.3459,0.1118,-0.0224,0.0096,-0.3268,594.0,4.94,-1.0,-38.31,286.96,-4.47,-2.1,5.0,38.892,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,26013,2017-11-09 18:53:52:470
0.2394,0.4118,9.8067,0.3075,0.7304,9.7745,0.4809,-0.7411,0.4704,-0.0426,-0.0075,-0.4184,570.0,4.5,1.44,-38.81,298.18,-4.2,-1.92,5.0,38.308,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,26513,2017-11-09 18:53:52:970
0.2394,0.1341,9.8545,0.3123,0.655,9.7797,0.1665,-0.0406,-0.7114,-0.1224,-0.0852,-0.4695,567.0,3.13,2.13,-39.75,317.46,-3.83,-1.83,5.0,39.906,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,27013,2017-11-09 18:53:53:470
0.7183,0.4693,9.979,0.3028,0.5627,9.7858,1.0587,-0.3989,0.0473,0.0096,-0.0649,-0.3449,576.0,2.69,2.19,-40.19,315.28,-3.29,-1.82,5.0,39.898,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,27513,2017-11-09 18:53:53:970
1.0534,0.1915,9.8928,0.4384,0.4271,9.7875,0.6477,-0.194,-0.1995,0.0149,-0.0011,-0.3386,561.0,1.38,3.75,-39.75,334.99,-2.52,-2.41,5.0,39.971,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,28013,2017-11-09 18:53:54:470
0.6321,0.0,9.5864,0.4839,0.356,9.7882,0.3273,-0.1225,0.2018,-0.0043,0.0405,-0.4248,546.0,-0.75,4.63,-40.56,350.78,-2.11,-2.7,5.0,37.996,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,28514,2017-11-09 18:53:54:971
0.4405,0.3065,9.9216,0.5389,0.362,9.7851,-0.0122,0.3813,-0.1677,-0.0256,-0.0309,-0.2225,555.0,-3.37,3.88,-40.62,7.65,-2.12,-3.15,5.0,38.13,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,29014,2017-11-09 18:53:55:471
0.5267,0.498,9.5098,0.5489,0.2701,9.7875,-0.1903,-0.0169,-0.1498,0.0362,-0.0053,0.3247,543.0,-1.62,4.69,-40.87,347.29,-1.58,-3.33,5.0,40.731,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,29513,2017-11-09 18:53:55:970
0.1532,1.5323,9.5289,0.5001,0.2841,9.7897,0.8256,0.0525,-0.6724,0.1288,0.0554,0.2949,462.0,0.56,5.0,-41.69,333.17,-1.66,-2.92,5.0,41.657,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,30014,2017-11-09 18:53:56:471
0.2682,0.3256,9.9503,0.4902,0.3955,9.7863,-0.2084,0.0436,-0.0513,0.0106,0.0181,-0.0234,459.0,1.88,5.88,-42.44,334.68,-2.39,-2.88,5.0,42.313,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,30514,2017-11-09 18:53:56:971
0.5938,0.316,10.1801,0.4946,0.3842,9.7866,0.2541,-0.2055,0.2231,0.0522,0.0383,-0.0319,522.0,0.94,8.44,-43.25,341.65,-2.19,-2.93,5.0,43.62,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,31013,2017-11-09 18:53:57:470
0.3256,0.2777,10.4004,0.488,0.3887,9.7867,0.029,-0.1456,-0.3066,-0.0032,0.0287,-0.016,519.0,1.31,7.63,-44.5,341.7,-2.24,-2.88,5.0,42.706,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,31514,2017-11-09 18:53:57:971
0.7661,0.1245,9.4427,0.5035,0.373,9.7866,-0.4179,0.2035,-0.532,0.0096,-0.0128,0.0767,468.0,1.5,8.5,-45.56,337.91,-2.15,-2.93,5.0,42.983,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,32014,2017-11-09 18:53:58:471
0.8619,0.0479,10.2759,0.5862,0.3052,9.7843,0.4267,0.0521,-0.6176,0.0905,0.0458,0.0117,450.0,1.94,9.81,-46.25,337.43,-1.78,-3.43,5.0,42.975,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,32514,2017-11-09 18:53:58:971
0.182,0.3352,10.0652,0.589,0.35,9.7826,-0.1931,0.2705,0.09,0.0373,-0.0394,-0.0053,450.0,1.38,8.5,-48.37,340.29,-2.13,-3.42,5.0,43.485,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,33014,2017-11-09 18:53:59:471
0.0575,0.7661,9.663,0.5664,0.3424,9.7842,-0.5011,0.405,-0.1772,-0.0447,-0.0522,0.0586,441.0,0.5,9.75,-49.37,341.87,-2.0,-3.31,5.0,43.517,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,33514,2017-11-09 18:53:59:971
0.3448,0.4022,10.2759,0.5238,0.3432,9.7866,-0.0857,0.0198,0.5956,0.0564,-0.0458,0.0085,432.0,2.19,8.88,-51.0,331.53,-1.93,-3.16,5.0,43.638,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,34013,2017-11-09 18:54:00:470
0.5363,0.6512,9.2895,0.557,0.3386,9.7849,0.0886,0.2395,-0.8737,-0.0873,0.0138,0.1842,435.0,2.0,8.5,-52.5,335.33,-1.98,-3.26,5.0,43.263,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,34513,2017-11-09 18:54:00:970
1.1301,-0.4118,11.1857,0.5547,0.3132,9.7859,0.0581,0.127,-0.5701,0.0043,-0.0192,-0.083,414.0,3.25,6.81,-53.44,325.63,-1.94,-3.25,5.0,43.824,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,35013,2017-11-09 18:54:01:470
0.9002,0.3543,9.7492,0.5359,0.4202,9.7829,-0.1633,-0.1866,0.3142,0.0149,-0.0394,-0.0405,411.0,2.13,6.56,-54.06,331.83,-2.45,-3.16,5.0,41.835,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,35513,2017-11-09 18:54:01:970
0.7183,0.4405,10.0844,0.4454,0.4627,9.7855,0.1349,-0.0454,0.067,-0.0032,-0.0021,-0.1022,411.0,2.44,5.19,-54.37,322.3,-2.49,-2.84,5.0,40.77,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,36014,2017-11-09 18:54:02:471
0.8428,0.2394,9.9886,0.375,0.4463,9.7893,0.1897,-0.1534,0.1321,0.0117,0.0043,0.1224,426.0,1.81,4.44,-55.37,328.13,-2.64,-2.14,5.0,42.092,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,36514,2017-11-09 18:54:02:971
0.5746,0.2969,9.5481,0.3807,0.466,9.7881,0.2769,-0.2658,-0.3272,-0.0064,0.017,0.0681,438.0,2.88,3.38,-56.19,317.52,-2.72,-2.23,5.0,41.849,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,37014,2017-11-09 18:54:03:471
0.7853,0.4022,9.73,0.3872,0.474,9.7875,0.6771,-0.1339,0.2426,0.0373,0.0043,-0.05,441.0,2.56,1.56,-55.25,312.27,-2.8,-2.24,5.0,46.448,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,37514,2017-11-09 18:54:03:971
0.0192,0.8619,9.6917,0.3908,0.5674,9.7824,-0.3831,0.2827,-0.1453,-0.0096,-0.0064,0.05,459.0,1.75,1.06,-54.31,307.92,-3.28,-2.38,5.0,44.301,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,38014,2017-11-09 18:54:04:471
0.6129,0.0479,10.5919,0.3177,0.5914,9.7836,0.272,-0.4337,0.6863,-0.0479,0.0,-0.0224,456.0,2.81,0.25,-54.44,304.37,-3.46,-1.86,5.0,42.674,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,38514,2017-11-09 18:54:04:971
1.1684,0.2394,9.5672,0.3247,0.6027,9.7827,0.9264,-0.6343,0.5996,0.0309,-0.0192,-0.0586,450.0,3.5,-0.44,-53.69,301.74,-3.65,-1.65,5.0,41.906,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,39013,2017-11-09 18:54:05:470
0.1341,0.6704,9.6917,0.3336,0.631,9.7806,-0.1305,-0.0951,0.1901,0.033,0.0149,0.1129,357.0,3.56,-0.87,-52.25,296.31,-3.66,-1.96,5.0,42.306,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,39513,2017-11-09 18:54:05:970
0.0862,0.7087,9.663,0.3111,0.6819,9.7779,-0.3912,-0.1363,-0.2781,0.0181,0.0181,0.0085,348.0,4.13,-0.25,-52.31,302.53,-3.99,-1.82,5.0,42.921,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,40013,2017-11-09 18:54:06:470
0.7566,0.4405,9.414,0.3166,0.7202,9.775,0.1197,-0.3826,-0.0784,0.0117,0.016,0.0011,369.0,4.13,0.19,-52.0,296.14,-4.25,-1.86,5.0,41.477,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,40513,2017-11-09 18:54:06:970
0.5267,0.2777,9.6438,0.268,0.7173,9.7767,0.4509,-0.3513,-0.0117,-0.0234,-0.0043,0.0415,411.0,4.19,-0.94,-51.19,296.78,-4.19,-1.57,5.0,41.07,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,41014,2017-11-09 18:54:07:471
0.3543,0.6225,10.0173,0.2722,0.7621,9.7731,-0.0677,-0.3543,0.3836,0.0788,-0.0117,0.0681,420.0,4.63,-0.25,-50.56,301.63,-4.43,-1.54,5.0,44.221,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,41514,2017-11-09 18:54:07:971
0.0,0.7853,9.4332,0.2977,0.7132,9.7761,0.1027,-0.3443,0.057,0.0032,0.0011,0.0106,414.0,5.13,0.69,-50.06,305.97,-4.3,-1.74,5.0,43.848,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,42014,2017-11-09 18:54:08:471
0.2777,0.7661,9.5193,0.3068,0.7638,9.772,0.7778,-0.3691,0.2286,-0.0511,-0.0117,0.0788,405.0,6.25,0.63,-49.87,294.65,-4.48,-1.69,5.0,46.883,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,42514,2017-11-09 18:54:08:971
