ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.2777,0.2873,9.9599,0.2478,0.7086,9.7778,0.0253,-0.428,0.1239,0.0405,0.0256,0.0926,429.0,4.0,-1.37,-52.12,297.36,-4.14,-1.45,5.0,52.886,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,253514,2017-11-09 18:57:39:971
0.2394,0.814,9.7588,0.232,0.7699,9.7736,0.1295,-0.1268,-0.3228,0.033,-0.0202,0.1033,372.0,4.81,-1.75,-51.31,295.46,-4.44,-1.33,5.0,41.786,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,254014,2017-11-09 18:57:40:471
0.2298,0.8906,10.0461,0.2838,0.7433,9.7743,-0.0544,0.1292,0.2161,0.0128,0.0075,-0.0096,351.0,5.5,-1.0,-51.12,290.89,-4.35,-1.66,5.0,41.861,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,254514,2017-11-09 18:57:40:971
0.4118,0.4501,9.3374,0.2993,0.7544,9.7729,0.1405,0.0421,-0.9377,0.0,-0.0106,-0.0554,366.0,5.44,-0.06,-50.62,301.7,-4.59,-1.68,5.0,42.844,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,255013,2017-11-09 18:57:41:470
-0.067,0.8332,9.5002,0.3232,0.7318,9.7739,-0.57,0.0193,-0.2055,0.0256,0.0245,-0.0085,402.0,5.69,0.38,-50.06,295.9,-4.28,-1.89,5.0,41.746,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,255513,2017-11-09 18:57:41:970
0.6416,0.3065,10.4196,0.3128,0.6956,9.7769,0.1792,-0.2989,-0.1892,-0.0075,0.0128,0.0628,402.0,5.44,1.19,-50.19,300.78,-4.08,-1.87,5.0,41.362,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,256013,2017-11-09 18:57:42:470
0.3831,0.1532,10.6015,0.3551,0.6254,9.7802,0.107,-0.3248,0.5328,-0.016,0.0234,0.0351,390.0,6.56,2.0,-50.69,300.21,-3.63,-2.19,5.0,43.477,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,256514,2017-11-09 18:57:42:971
0.6321,0.0096,10.343,0.3754,0.5434,9.7843,0.3797,-0.46,0.2351,-0.016,-0.0128,0.0256,378.0,6.44,1.81,-50.31,306.51,-3.28,-2.18,5.0,47.406,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,257013,2017-11-09 18:57:43:470
0.5459,0.7087,9.3278,0.4243,0.5346,9.7828,0.1421,0.0901,-0.3713,0.0383,-0.0245,-0.0862,372.0,7.13,2.56,-50.5,297.68,-3.17,-2.35,5.0,44.4,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,257513,2017-11-09 18:57:43:970
0.249,0.2011,10.0365,0.4439,0.509,9.7833,0.5037,-0.4856,0.4423,-0.0458,-0.0011,0.0277,366.0,7.5,2.5,-51.31,304.31,-2.99,-2.56,5.0,44.623,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,258014,2017-11-09 18:57:44:471
0.7183,0.2586,10.2568,0.4074,0.4862,9.7861,0.3378,-0.1347,0.0866,0.0522,0.0064,-0.0075,354.0,7.75,3.44,-51.25,298.56,-2.84,-2.38,5.0,42.211,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,258514,2017-11-09 18:57:44:971
0.316,0.2969,10.2855,0.4493,0.4803,9.7845,-0.0415,-0.095,0.5779,0.0138,-0.0202,0.0884,345.0,7.5,2.81,-51.56,297.83,-2.79,-2.64,5.0,41.833,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,259014,2017-11-09 18:57:45:471
0.4214,0.7087,9.4906,0.4346,0.4303,9.7875,-0.3754,0.2814,-0.562,0.0032,-0.0298,-0.0256,336.0,7.81,3.0,-52.0,296.4,-2.42,-2.68,5.0,41.911,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,259514,2017-11-09 18:57:45:971
0.6129,0.1341,10.5824,0.4448,0.4621,9.7856,0.1628,-0.3393,0.7437,-0.0138,-0.0192,-0.0703,330.0,8.5,3.13,-53.81,302.1,-2.72,-2.58,5.0,46.851,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,260013,2017-11-09 18:57:46:470
0.4405,0.3352,10.1418,0.4362,0.4896,9.7846,-0.1051,-0.0313,-0.3732,-0.0468,0.0,-0.0064,321.0,8.94,2.25,-54.37,291.5,-2.68,-2.59,5.0,48.664,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,260514,2017-11-09 18:57:46:971
-0.3352,0.6608,9.8258,0.4014,0.4693,9.7871,-0.8743,0.0969,0.144,0.0181,0.016,0.0245,312.0,10.31,2.56,-55.19,293.99,-2.68,-2.57,5.0,49.897,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,261014,2017-11-09 18:57:47:471
0.2777,0.4405,9.7109,0.4119,0.4953,9.7854,-0.3636,0.0874,-0.5106,-0.0043,-0.0266,-0.033,303.0,10.81,1.06,-56.44,285.93,-2.94,-2.54,5.0,44.839,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,261514,2017-11-09 18:57:47:971
0.7661,0.3448,10.1706,0.4294,0.5138,9.7837,0.3234,-0.1692,0.334,0.0181,-0.0117,-0.0192,297.0,9.69,0.19,-57.06,283.34,-3.0,-2.51,5.0,47.37,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,262013,2017-11-09 18:57:48:470
0.8236,0.431,9.6917,0.5027,0.5977,9.7754,0.3597,-0.3288,-0.05,-0.0256,0.016,-0.0064,288.0,10.0,-2.0,-57.31,276.78,-3.52,-2.85,5.0,41.895,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,262513,2017-11-09 18:57:48:970
0.6704,0.3352,9.1937,0.5003,0.6346,9.7732,-0.3068,-0.2359,0.4816,0.0319,0.0021,0.0905,273.0,10.25,-2.25,-58.25,277.56,-3.71,-2.93,5.0,41.746,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,263013,2017-11-09 18:57:49:470
0.5076,0.2682,9.7683,0.5014,0.732,9.7664,0.2019,-0.5398,0.6061,0.0479,-0.0117,0.0735,270.0,10.69,-4.62,-58.5,266.88,-4.28,-2.91,5.0,42.454,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,263513,2017-11-09 18:57:49:970
0.9768,-0.1245,10.41,0.5137,0.8501,9.7562,-0.2942,-0.2752,-0.4418,-0.0192,0.0043,0.0926,267.0,10.13,-6.87,-57.75,257.08,-5.09,-2.97,5.0,42.105,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,264013,2017-11-09 18:57:50:470
0.2969,0.3065,9.9695,0.5686,0.9688,9.742,-0.2632,-0.6768,0.1696,0.033,0.0266,-0.066,261.0,11.13,-10.12,-56.75,252.93,-5.67,-3.34,5.0,42.217,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,264514,2017-11-09 18:57:50:971
0.8811,0.1628,10.1418,0.6456,1.1378,9.7189,-0.0361,-0.872,0.268,0.0224,-0.0043,-0.3481,255.0,10.63,-10.37,-55.75,252.24,-6.5,-3.72,5.0,40.603,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,265013,2017-11-09 18:57:51:470
0.5267,0.0192,9.9886,0.597,1.1925,9.7155,-0.0141,-1.2113,0.1392,-0.0224,0.0011,-0.2938,249.0,11.13,-10.62,-54.19,252.72,-6.98,-3.52,5.0,40.176,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,265513,2017-11-09 18:57:51:970
0.4405,0.4788,9.3182,0.5779,1.2583,9.7084,0.5888,-0.9685,0.3371,0.0277,-0.0085,-0.4514,177.0,13.0,-11.0,-52.0,255.35,-7.55,-3.33,5.0,39.976,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,266014,2017-11-09 18:57:52:471
0.68,0.4693,9.4715,0.4391,1.3604,9.7018,0.2095,-0.9539,0.0491,-0.0128,-0.0234,-0.4514,105.0,14.06,-8.94,-50.25,263.29,-7.99,-2.69,5.0,39.772,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,266514,2017-11-09 18:57:52:971
0.7374,0.2203,9.979,0.3035,1.3083,9.7142,0.2733,-1.0309,-0.2729,-0.0277,-0.016,-0.3151,102.0,15.25,-7.44,-49.44,269.15,-7.92,-1.77,5.0,40.665,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,267014,2017-11-09 18:57:53:471
1.3791,-0.249,10.0748,0.2715,1.1991,9.7292,1.0541,-1.4949,0.5592,0.0468,-0.0064,-0.4418,114.0,15.94,-5.75,-48.62,270.47,-7.35,-1.33,5.0,40.32,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,267513,2017-11-09 18:57:53:970
2.4038,0.9577,9.4523,0.8727,1.796,9.6011,1.522,-0.9327,-0.2732,0.0437,0.6867,-1.1786,93.0,12.0,-6.37,-50.19,278.91,-10.25,-6.15,5.0,40.416,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,268014,2017-11-09 18:57:54:471
0.2777,0.5267,7.7189,-0.308,0.9978,9.7508,0.5897,-0.5761,-2.0747,-0.3481,-0.2481,-0.2864,105.0,13.44,-0.37,-52.31,296.78,-6.32,2.49,5.0,39.648,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,268514,2017-11-09 18:57:54:971
1.1684,-0.1341,9.73,0.1331,0.8313,9.7704,0.2701,-0.6636,-0.24,0.0351,0.0032,0.4088,120.0,11.88,2.69,-53.0,300.41,-4.86,-0.78,5.0,40.485,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,269013,2017-11-09 18:57:55:470
0.6991,0.3448,9.2895,0.3807,0.779,9.7682,0.3534,-1.0101,0.6719,0.0085,0.016,0.1118,126.0,11.69,0.25,-51.62,286.45,-4.62,-2.25,5.0,41.577,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,269513,2017-11-09 18:57:55:970
-0.7853,0.9385,10.2185,0.2467,0.7941,9.7713,-1.6255,0.6266,0.4053,0.0181,-0.0671,0.576,129.0,9.19,1.56,-53.87,301.49,-4.64,-1.45,5.0,43.724,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,270014,2017-11-09 18:57:56:471
1.2354,-0.0096,10.0173,0.4377,0.6091,9.7779,0.5831,-0.5858,0.2908,-0.0341,0.0128,-0.1895,141.0,7.88,2.19,-53.62,297.81,-3.66,-2.43,5.0,41.591,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,270514,2017-11-09 18:57:56:971
-0.1341,0.5746,9.7013,0.403,0.5667,9.7819,-0.5326,-9.0E-4,-0.1351,0.0224,0.016,-0.4993,177.0,5.13,3.13,-55.19,310.31,-3.31,-2.36,5.0,42.942,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,271013,2017-11-09 18:57:57:470
-1.9728,-0.3831,10.4196,0.3165,0.4713,9.7901,2.4589,-0.6072,1.8363,0.1065,-0.3503,0.1767,150.0,2.94,1.25,-55.0,307.29,-2.75,-1.85,5.0,41.451,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,271513,2017-11-09 18:57:57:970
-0.8523,1.3503,6.4165,0.4691,1.0259,9.7415,-1.7268,0.822,-3.4875,-0.082,0.1373,-0.1629,135.0,7.44,3.06,-53.06,304.43,-5.89,-3.0,5.0,42.458,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,272013,2017-11-09 18:57:58:470
0.4693,0.3639,9.7971,0.5543,0.6574,9.7688,0.1487,-0.1901,0.535,-0.033,-0.0373,0.2928,144.0,7.63,0.44,-53.25,287.82,-3.85,-3.22,5.0,41.185,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,272513,2017-11-09 18:57:58:970
0.5555,0.5267,9.5481,0.6072,0.5507,9.7723,0.2603,-0.1417,-0.0659,0.0106,0.0458,-0.0138,153.0,7.94,-2.0,-53.0,280.05,-3.22,-3.54,5.0,55.802,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,273014,2017-11-09 18:57:59:471
0.5842,0.1532,10.3142,0.6083,0.4537,9.7772,0.0302,-0.3535,0.1247,0.0128,0.0117,-0.2193,156.0,5.31,0.44,-53.12,286.65,-2.7,-3.58,5.0,40.723,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,273514,2017-11-09 18:57:59:971
0.68,0.2586,9.4427,0.574,0.4784,9.7781,0.108,-0.127,-0.3272,-0.0053,-0.0043,-0.1831,159.0,4.0,-1.31,-53.0,282.48,-2.8,-3.36,5.0,40.775,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,274014,2017-11-09 18:58:00:471
0.8619,0.0,9.8162,0.5264,0.5497,9.777,0.2829,-0.6149,0.2231,0.0021,-0.0106,-0.0777,240.0,2.75,-3.31,-53.37,280.26,-3.26,-3.04,5.0,42.439,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,274514,2017-11-09 18:58:00:971
0.7566,0.2011,9.3565,0.5298,0.647,9.7709,0.2108,-0.4436,-0.4673,-0.0043,-0.0106,0.016,261.0,0.56,-5.31,-54.0,249.29,-3.73,-3.1,5.0,49.016,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,275014,2017-11-09 18:58:01:471
0.8811,0.3543,9.5577,0.6524,0.7645,9.755,0.4436,-0.6609,-0.0574,-0.0021,0.0149,0.0756,249.0,-0.25,-6.0,-54.62,245.61,-4.51,-3.83,5.0,44.445,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,275513,2017-11-09 18:58:01:970
0.3543,0.0766,9.9503,0.7406,0.9229,9.7349,0.2949,-0.5846,-0.029,-0.0511,0.0351,0.016,249.0,-1.06,-9.44,-53.19,217.68,-5.43,-4.22,5.0,44.167,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,276013,2017-11-09 18:58:02:470
0.6321,0.3543,9.7779,0.8881,1.1436,9.6991,-0.0691,-0.9438,0.5855,0.0532,0.017,0.0128,243.0,-1.44,-11.0,-53.81,220.23,-6.7,-5.23,5.0,48.103,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,276513,2017-11-09 18:58:02:970
0.4693,0.8906,9.1075,1.0006,1.4031,9.654,-0.192,-1.0967,0.6113,0.1043,0.0532,0.0,192.0,-2.19,-13.62,-52.31,214.28,-8.41,-5.81,5.0,51.321,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,277013,2017-11-09 18:58:03:470
0.6416,0.1437,9.6055,1.1567,1.6487,9.5975,-0.7706,-1.3731,-0.0184,-0.0256,-0.0554,-0.0649,312.0,-1.37,-16.06,-51.25,213.37,-9.32,-6.73,5.0,44.288,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,277514,2017-11-09 18:58:03:971
0.7087,0.4884,9.4044,1.3004,1.6928,9.5714,-0.5228,-1.7901,0.2922,0.0021,-0.0234,-0.0564,318.0,-0.5,-18.75,-49.94,215.23,-10.24,-7.73,5.0,44.24,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,278014,2017-11-09 18:58:04:471
1.1205,0.8428,9.1075,1.4432,1.8484,9.5221,-0.3791,-1.893,0.1005,0.0266,0.0202,0.1278,315.0,-0.25,-19.25,-49.56,212.94,-10.74,-8.47,5.0,42.73,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,278514,2017-11-09 18:58:04:971
1.0822,0.4118,9.6151,1.566,1.7069,9.5291,-0.4956,-1.3139,0.0308,-0.0138,-0.0319,0.0692,312.0,-0.06,-20.5,-47.56,214.97,-10.31,-9.39,5.0,47.642,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,279014,2017-11-09 18:58:05:471
0.6512,0.067,9.9695,1.6277,1.6455,9.5295,-0.6949,-1.3894,0.7364,0.0128,0.0075,-0.0064,312.0,-0.31,-20.19,-45.31,210.44,-9.75,-9.57,5.0,47.399,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,279514,2017-11-09 18:58:05:971
0.2969,0.4405,9.6438,1.6553,1.5726,9.5371,-1.2522,-1.3946,0.111,-0.016,-0.0309,-0.0798,312.0,1.19,-20.31,-43.81,213.04,-9.06,-9.73,5.0,46.543,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,280014,2017-11-09 18:58:06:471
1.2163,-0.067,10.4196,1.6262,1.361,9.5746,-1.1015,-0.8492,-0.5522,-0.0266,-0.0564,-0.0713,312.0,1.56,-19.75,-40.87,212.14,-8.14,-9.69,5.0,42.02,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,280514,2017-11-09 18:58:06:971
0.6895,0.4118,10.0556,1.5167,1.1222,9.6234,-0.5354,-0.6594,-0.2287,-0.0202,-0.0053,0.0522,312.0,2.88,-19.44,-38.56,211.89,-6.57,-8.96,5.0,41.451,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,281014,2017-11-09 18:58:07:471
0.565,-0.0766,9.8067,1.4206,0.8688,9.6642,-0.5162,-0.6368,0.155,0.0298,0.017,0.1235,309.0,1.5,-18.0,-37.06,207.64,-5.3,-8.48,5.0,42.199,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,281514,2017-11-09 18:58:07:971
0.6416,-0.1628,10.5153,1.2429,0.6687,9.7045,-0.3963,-0.5742,-0.018,0.0724,0.0032,0.0767,306.0,1.81,-17.0,-35.44,203.75,-3.91,-7.3,5.0,43.309,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,282014,2017-11-09 18:58:08:471
-0.4405,0.4788,10.2759,0.8528,0.8554,9.7319,-1.1797,-0.2515,0.5149,0.0234,0.0383,-0.1107,324.0,1.69,-15.87,-33.81,197.55,-4.92,-5.28,5.0,41.435,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,282514,2017-11-09 18:58:08:971
0.5746,0.0,10.1706,1.0756,0.7458,9.7189,-0.5357,-0.466,0.4644,-0.0649,-0.0234,-0.0894,324.0,-0.25,-14.31,-32.75,197.09,-4.39,-6.12,5.0,43.263,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,283014,2017-11-09 18:58:09:471
0.6225,0.1149,10.0461,1.2047,0.5825,9.7149,-0.6163,-0.4845,0.2788,-0.0138,-0.0106,0.1565,312.0,-2.81,-12.19,-30.94,189.54,-3.57,-7.12,5.0,43.584,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,283513,2017-11-09 18:58:09:970
0.8619,0.9385,9.2129,1.3431,0.4288,9.7047,-1.0757,-0.6272,1.9528,-0.0096,0.0341,0.1491,303.0,-5.06,-12.19,-28.94,174.3,-2.77,-7.73,5.0,46.269,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,284013,2017-11-09 18:58:10:470
0.9481,0.4693,9.7588,1.3731,0.3779,9.7026,-0.5691,-0.2551,0.3957,0.0245,0.0405,-0.0373,300.0,-6.56,-10.62,-28.37,168.72,-2.13,-8.13,5.0,43.932,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,284514,2017-11-09 18:58:10:971
0.6895,0.3256,10.161,1.515,0.3001,9.6842,-0.8856,-0.1939,0.0905,-0.0415,-0.0234,-0.0958,303.0,-7.81,-10.19,-27.5,157.28,-1.73,-8.68,5.0,42.342,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,285014,2017-11-09 18:58:11:471
0.7949,0.2586,9.8737,1.6684,0.1876,9.6618,-0.9124,-0.0807,0.0542,0.0085,-0.0106,-0.0426,300.0,-8.87,-11.69,-25.94,154.85,-1.21,-9.84,5.0,42.462,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,285514,2017-11-09 18:58:11:971
0.5842,0.431,9.4619,1.6771,0.0259,9.6621,-0.7329,0.0838,0.3674,0.0319,0.0,-0.0224,300.0,-11.87,-9.94,-23.5,141.83,-0.1,-10.0,5.0,41.937,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,286013,2017-11-09 18:58:12:470
0.4501,0.2873,10.1514,1.5515,-0.1044,9.6825,-1.1917,0.433,0.322,0.0341,0.016,0.0437,297.0,-13.94,-10.25,-23.25,138.37,0.75,-9.37,5.0,42.113,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,286513,2017-11-09 18:58:12:970
0.6512,0.5171,9.4236,1.3428,-0.1387,9.7132,-0.7148,0.7887,-0.5114,-0.0852,0.0021,0.0586,294.0,-15.37,-10.44,-22.44,131.84,0.92,-8.09,5.0,42.671,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,287014,2017-11-09 18:58:13:471
0.6704,0.431,9.5481,1.1148,-0.0228,9.743,-0.5873,0.2912,0.0812,0.0117,-0.0234,-0.05,291.0,-16.69,-10.75,-22.25,127.7,0.27,-6.56,5.0,43.35,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,287513,2017-11-09 18:58:13:970
0.6895,0.3926,9.9311,0.9917,0.1104,9.7557,-0.1366,0.1282,0.0572,0.0,0.016,-0.0458,288.0,-16.12,-12.5,-21.94,128.52,-0.64,-5.89,5.0,45.964,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,288014,2017-11-09 18:58:14:471
0.6033,0.8715,9.5577,0.813,0.2279,9.7702,-0.2145,0.1246,-0.1721,0.0309,-0.0085,0.016,285.0,-15.87,-13.06,-20.81,129.46,-1.28,-4.79,5.0,44.669,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,288514,2017-11-09 18:58:14:971
0.8811,0.1149,9.8833,0.6947,0.3065,9.7772,0.1728,-0.1976,0.0462,0.0213,0.0405,-0.1491,270.0,-16.0,-14.06,-20.87,134.74,-1.74,-4.13,5.0,42.269,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,289014,2017-11-09 18:58:15:471
0.6129,0.3256,9.9695,0.707,0.3201,9.7758,-0.0635,-0.0865,0.4103,0.0043,-0.0341,-0.2438,255.0,-14.37,-15.44,-21.12,138.88,-1.9,-4.13,5.0,40.417,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,289514,2017-11-09 18:58:15:971
0.3448,0.4693,10.0461,0.7312,0.3035,9.7746,-0.1919,-0.1122,-0.0301,-0.0309,0.0181,-0.3013,267.0,-11.62,-18.0,-21.56,147.79,-1.7,-4.4,5.0,42.523,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,290014,2017-11-09 18:58:16:471
0.3352,0.1628,9.5002,0.8149,0.2782,9.7687,0.02,-0.0508,0.2807,-0.0405,-0.0064,-0.3492,264.0,-11.25,-17.75,-20.87,152.09,-1.65,-4.81,5.0,59.013,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,290513,2017-11-09 18:58:16:970
1.1779,-0.2011,11.0133,0.8474,0.3028,9.7652,0.6778,-0.2358,0.8132,0.0383,-0.0532,-0.2651,207.0,-9.56,-19.31,-21.5,158.43,-1.97,-4.8,5.0,44.884,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,291013,2017-11-09 18:58:17:470
0.4405,0.2969,9.8162,0.8884,0.3751,9.7591,0.1052,-0.2449,0.4566,-0.066,-0.0341,-0.3407,159.0,-7.19,-20.25,-20.25,168.05,-2.16,-5.24,5.0,63.413,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,291514,2017-11-09 18:58:17:971
0.9768,0.3926,9.8928,0.8254,0.4318,9.7622,-0.517,-0.055,-0.2916,-0.0958,-0.0043,-0.363,150.0,-2.62,-20.62,-19.81,176.4,-2.58,-4.95,5.0,61.354,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,292013,2017-11-09 18:58:18:470
0.5363,0.498,9.9599,0.8074,0.414,9.7645,-0.0648,-0.0173,0.2157,0.0224,-0.0032,-0.3503,87.0,1.38,-21.19,-21.56,187.33,-2.47,-4.68,5.0,49.176,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,292514,2017-11-09 18:58:18:971
0.8619,0.0096,9.912,0.7102,0.3755,9.7736,-0.3609,-0.348,0.3439,-0.0075,0.0266,-0.164,75.0,3.94,-19.81,-21.25,196.18,-2.33,-4.27,5.0,46.038,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,293013,2017-11-09 18:58:19:470
0.5363,0.9002,9.2416,0.6712,0.3923,9.7757,0.1347,0.4604,-0.2274,0.0181,-0.0735,-0.0862,42.0,6.38,-18.56,-21.69,202.22,-2.13,-3.76,5.0,41.538,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,293514,2017-11-09 18:58:19:971
-0.2969,0.1532,10.9271,0.6789,0.4917,9.7707,-1.8387,-0.5624,1.3999,0.3162,-0.4897,0.2576,43.0,5.19,-19.69,-23.12,199.52,-3.08,-4.15,5.0,40.568,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,294013,2017-11-09 18:58:20:470
0.498,0.68,10.3238,0.0323,0.8683,9.768,0.595,-0.0982,0.6535,-0.3002,0.2087,-0.3162,84.0,7.19,-19.62,-20.12,201.81,-5.45,-0.6,5.0,42.005,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,294513,2017-11-09 18:58:20:970
1.1684,-0.0479,10.1035,0.5411,0.0835,9.7913,0.8222,0.08,-0.0296,-0.0117,-0.3386,-0.0213,120.0,7.63,-18.19,-18.94,204.99,-0.63,-2.32,5.0,39.797,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,295014,2017-11-09 18:58:21:471
0.6991,0.2969,9.6055,0.6517,0.2387,9.782,0.1071,0.2413,-0.125,0.0383,0.0064,0.1948,117.0,6.63,-18.94,-18.81,203.92,-1.33,-3.77,5.0,45.428,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,295514,2017-11-09 18:58:21:971
1.6281,0.0,10.4579,0.7692,0.3065,9.7716,0.8742,-0.3081,0.395,-0.0724,-0.1033,-0.1086,123.0,7.81,-18.5,-18.87,203.64,-1.97,-3.15,5.0,43.918,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,296014,2017-11-09 18:58:22:471
0.2969,0.2777,10.0556,0.622,0.2836,9.7827,-0.0271,0.1071,-0.3222,0.0405,-0.0479,0.1033,141.0,7.63,-18.5,-18.56,207.78,-1.62,-3.68,5.0,42.063,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,296513,2017-11-09 18:58:22:970
0.68,0.1341,9.596,0.6031,0.2786,9.7841,0.1561,-0.1705,-0.1764,0.0405,0.0341,0.1416,171.0,6.75,-19.12,-18.19,203.7,-1.7,-3.57,5.0,41.486,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,297014,2017-11-09 18:58:23:471
