ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
1.0822,-0.2107,10.5249,0.5136,0.2433,9.7901,0.1995,-0.4408,1.0432,0.066,-0.0575,0.3833,324.0,5.63,-19.31,-17.81,200.42,-1.48,-2.9,5.0,40.706,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,297514,2017-11-09 18:58:23:971
0.3543,0.5267,9.2799,0.5175,0.3197,9.7877,0.3185,-0.1569,-0.0916,-0.0117,-0.0224,-0.0628,339.0,3.75,-20.69,-17.87,194.28,-1.93,-3.0,5.0,42.493,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,298014,2017-11-09 18:58:24:471
0.5746,0.2011,9.9982,0.5755,0.3144,9.7846,-0.0029,-0.024,-0.2454,-0.0341,0.0522,-0.2502,342.0,3.38,-19.69,-16.81,191.6,-1.84,-3.37,5.0,42.123,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,298514,2017-11-09 18:58:24:971
0.5267,0.4022,9.7683,0.6015,0.3319,9.7825,-0.1144,-0.0689,0.0015,-0.0075,0.0117,-0.2917,351.0,5.38,-19.25,-16.25,199.06,-1.94,-3.47,5.0,38.557,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,299014,2017-11-09 18:58:25:471
0.5363,0.3448,9.8737,0.5913,0.4331,9.7792,-0.1227,0.1807,-0.4265,-0.0245,-0.0319,-0.2289,354.0,6.94,-17.75,-16.06,204.69,-2.53,-3.46,5.0,39.459,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,299514,2017-11-09 18:58:25:971
0.5842,0.0575,9.912,0.5782,0.379,9.7822,0.0914,-0.2218,0.1099,0.0735,0.0192,0.0149,360.0,7.44,-17.62,-15.69,208.55,-2.23,-3.32,5.0,41.586,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,300014,2017-11-09 18:58:26:471
0.5746,0.1532,10.0078,0.5244,0.348,9.7864,0.196,0.0075,-0.0018,0.0543,-0.0447,0.1299,369.0,7.06,-17.62,-15.69,204.25,-2.04,-3.09,5.0,41.325,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,300514,2017-11-09 18:58:26:971
0.2394,0.0096,10.2089,0.5493,0.3133,9.7862,-0.513,-0.1776,0.2626,-0.0277,-0.0309,-0.0479,372.0,6.0,-17.75,-15.25,202.74,-1.95,-3.25,5.0,42.014,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,301014,2017-11-09 18:58:27:471
0.2298,0.5746,9.3661,0.6129,0.3374,9.7816,-0.2631,0.102,-0.527,0.0128,0.0437,-0.0373,372.0,5.25,-18.25,-14.87,198.78,-1.94,-3.66,5.0,41.317,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,301513,2017-11-09 18:58:27:970
0.2011,0.1628,9.8162,0.56,0.3562,9.7841,-0.1707,0.191,-0.0981,0.0277,0.0564,-0.0032,378.0,5.0,-17.5,-14.87,201.45,-2.14,-3.3,5.0,40.82,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,302014,2017-11-09 18:58:28:471
0.8906,0.5842,9.0884,0.5731,0.3448,9.7838,-0.1084,0.1914,-0.109,-0.0362,0.017,-0.016,384.0,5.06,-17.56,-14.06,198.28,-2.05,-3.23,5.0,42.264,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,302514,2017-11-09 18:58:28:971
0.4597,0.2682,9.1842,0.6003,0.297,9.7837,-0.1339,-0.0943,0.1868,0.0128,-0.0032,0.0341,387.0,5.25,-18.0,-14.0,198.08,-1.76,-3.33,5.0,42.504,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,303013,2017-11-09 18:58:29:470
0.9768,0.2682,9.6726,0.6843,0.3219,9.7774,0.2436,0.1666,-0.1011,-0.0149,0.0032,-0.0351,390.0,3.88,-17.25,-13.19,196.46,-1.88,-4.0,5.0,41.399,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,303514,2017-11-09 18:58:29:971
0.9098,0.3543,9.3757,0.7266,0.31,9.7747,0.1753,-0.1134,-0.0189,-0.0628,0.0607,0.0362,390.0,3.81,-16.75,-11.87,193.4,-1.85,-4.23,5.0,41.19,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,304014,2017-11-09 18:58:30:471
0.4022,0.3831,9.9407,0.6982,0.328,9.7762,-0.0142,-0.3288,0.6841,0.1011,0.017,-0.0085,396.0,3.5,-17.56,-11.69,195.39,-1.92,-4.09,5.0,41.56,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,304514,2017-11-09 18:58:30:971
0.5267,0.0192,10.5058,0.6257,0.3029,9.7819,-0.1191,-0.177,-0.3704,0.0447,0.0,-0.0649,402.0,4.0,-15.87,-10.87,196.55,-1.73,-3.45,5.0,41.826,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,305014,2017-11-09 18:58:31:471
0.6416,-0.316,11.2049,0.6202,0.2832,9.7829,0.2492,-0.5004,0.2856,-0.115,-0.0319,-0.0181,405.0,3.69,-16.37,-10.25,195.46,-1.62,-3.62,5.0,42.48,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,305513,2017-11-09 18:58:31:970
0.7757,-0.0096,10.6015,0.6348,0.3187,9.7808,0.1777,0.2766,-0.3792,0.0841,0.0362,0.0202,408.0,3.94,-15.31,-9.31,197.28,-1.86,-3.71,5.0,41.737,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,306013,2017-11-09 18:58:32:470
0.7087,0.2586,9.6822,0.6454,0.3134,9.7803,0.1749,-0.1385,0.2489,0.0681,0.066,0.0383,408.0,4.5,-14.25,-9.19,202.11,-1.82,-3.73,5.0,40.374,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,306514,2017-11-09 18:58:32:971
0.6225,0.3639,9.8354,0.5485,0.3128,9.7862,0.1644,-0.4224,-0.1296,-0.0021,0.0213,-0.0447,414.0,4.44,-14.12,-8.5,197.91,-1.83,-3.21,5.0,40.807,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,307014,2017-11-09 18:58:33:471
0.6225,-0.0862,10.3717,0.5778,0.3418,9.7836,-0.2377,0.1564,0.1966,-0.0309,0.0394,0.0256,417.0,3.38,-13.25,-7.62,194.21,-1.83,-3.48,5.0,42.25,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,307514,2017-11-09 18:58:33:971
0.7661,-0.0479,10.0078,0.573,0.3434,9.7838,0.2579,-0.4041,-0.0291,0.0745,0.0043,-0.0777,420.0,3.94,-11.62,-7.87,200.84,-2.01,-3.35,5.0,42.28,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,308014,2017-11-09 18:58:34:471
0.4501,0.3831,9.4332,0.6162,0.3512,9.7809,-0.3743,-0.412,0.0718,0.0277,0.0149,-0.0181,420.0,3.94,-11.31,-8.37,205.48,-2.05,-3.67,5.0,41.746,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,308514,2017-11-09 18:58:34:971
0.5746,0.565,9.098,0.6118,0.3631,9.7808,-0.0273,-0.113,-0.0259,-0.0735,-0.016,0.0788,420.0,3.63,-11.37,-7.62,202.76,-2.12,-3.58,5.0,40.443,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,309013,2017-11-09 18:58:35:470
0.8619,0.4405,9.0118,0.6127,0.3728,9.7803,0.194,-0.1651,0.7095,-0.0192,0.0096,0.0064,426.0,4.63,-9.25,-8.19,207.35,-2.13,-3.66,5.0,42.002,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,309513,2017-11-09 18:58:35:970
0.929,0.2969,10.3142,0.5695,0.3724,9.783,-0.1323,0.3603,-0.4791,-0.0202,0.0298,-0.0011,432.0,4.31,-10.06,-10.0,203.05,-2.27,-3.42,5.0,42.029,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,310014,2017-11-09 18:58:36:471
0.5842,0.1437,9.8258,0.6179,0.3365,9.7813,-0.2183,-0.2503,0.3567,0.0202,0.0415,0.0628,435.0,3.0,-8.5,-9.44,204.9,-2.08,-3.62,5.0,42.626,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,310514,2017-11-09 18:58:36:971
0.6321,0.1915,9.73,0.6893,0.3133,9.7773,-0.0307,0.0447,-0.1209,-0.0138,-0.0192,-0.0192,432.0,4.06,-7.94,-11.0,211.81,-1.92,-3.89,5.0,41.68,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,311013,2017-11-09 18:58:37:470
0.3065,0.1053,10.5058,0.6221,0.3234,9.7815,-0.3411,0.2378,-0.105,0.049,0.0149,-0.0224,438.0,3.88,-8.44,-10.56,211.54,-1.89,-3.64,5.0,40.014,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,311514,2017-11-09 18:58:37:971
0.2203,0.3065,10.0748,0.5654,0.3169,9.7852,0.0199,0.0932,-0.0599,-0.0064,0.0415,0.0032,441.0,3.88,-8.44,-10.31,211.24,-1.8,-3.4,5.0,45.246,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,312013,2017-11-09 18:58:38:470
0.5076,-0.1149,9.912,0.5416,0.3165,9.7865,-0.1961,-0.4148,0.4684,0.0351,-0.0394,0.016,447.0,4.13,-8.5,-11.75,211.5,-1.92,-3.17,5.0,43.007,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,312514,2017-11-09 18:58:38:971
0.431,0.2969,9.9503,0.5981,0.3065,9.7835,0.2496,-0.0542,-0.2346,-0.0511,0.0181,0.0202,450.0,3.56,-9.44,-11.69,208.25,-1.86,-3.4,5.0,43.877,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,313014,2017-11-09 18:58:39:471
0.6704,0.3352,10.1323,0.6358,0.2936,9.7816,0.3372,0.2529,-0.7526,0.0341,-0.0138,-0.0106,450.0,3.38,-7.69,-12.0,206.27,-1.72,-3.72,5.0,43.226,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,313514,2017-11-09 18:58:39:971
0.2682,0.3735,10.2568,0.6006,0.3636,9.7814,-0.0255,-0.1837,-0.0192,0.0362,-0.0202,0.0607,453.0,4.06,-8.75,-12.81,211.95,-2.0,-3.53,5.0,41.07,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,314014,2017-11-09 18:58:40:471
0.8236,0.5459,9.5098,0.6121,0.3378,9.7816,-0.1839,0.1801,0.3162,-0.0298,0.0053,-0.017,453.0,3.44,-9.56,-12.5,201.33,-1.97,-3.58,5.0,42.259,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,314514,2017-11-09 18:58:40:971
0.1341,0.3926,9.9311,0.5839,0.3427,9.7832,-0.5116,0.2936,-0.2051,0.0298,0.0085,-0.2033,450.0,3.69,-8.81,-12.25,208.85,-1.96,-3.54,5.0,51.854,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,315013,2017-11-09 18:58:41:470
0.7566,-0.0479,10.4866,0.5929,0.3426,9.7827,-0.0763,-0.3738,-0.0672,-0.0948,-0.0649,-0.3205,462.0,4.44,-8.31,-12.62,212.33,-2.0,-3.47,5.0,40.279,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,315514,2017-11-09 18:58:41:971
0.6416,-0.1245,10.0748,0.6343,0.3507,9.7798,0.1272,-0.4604,0.3671,-0.0053,-0.0096,-0.4748,468.0,5.13,-7.06,-12.5,215.96,-2.03,-3.74,5.0,43.517,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,316014,2017-11-09 18:58:42:471
1.2546,0.5459,9.5385,0.5853,0.4872,9.777,0.3823,0.1868,0.0267,-0.017,-0.0266,-0.2885,474.0,5.13,-6.56,-12.75,222.2,-2.85,-3.43,5.0,43.768,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,316513,2017-11-09 18:58:42:970
0.3735,0.3639,9.73,0.6033,0.3749,9.7808,-0.2248,-0.0151,-0.1051,-0.0277,0.0011,-0.3982,474.0,6.31,-4.94,-13.31,239.88,-2.25,-3.42,5.0,43.045,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,317013,2017-11-09 18:58:43:470
0.3735,0.4214,9.7109,0.6251,0.3459,9.7805,0.0605,0.2767,0.0623,-0.0149,-0.0522,-0.2864,468.0,7.31,-3.37,-13.19,252.06,-1.9,-3.63,5.0,42.322,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,317514,2017-11-09 18:58:43:971
0.5171,0.565,9.5289,0.6902,0.2884,9.778,-0.339,0.4289,-0.2691,-0.0671,-0.0234,-0.3226,450.0,7.56,-0.81,-13.94,266.14,-1.69,-4.04,5.0,47.864,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,318014,2017-11-09 18:58:44:471
0.7566,0.6512,9.1746,0.7336,0.2492,9.7759,0.096,-0.2506,0.7436,0.0181,-0.0117,-0.3109,432.0,6.94,-0.06,-14.94,272.67,-1.51,-4.38,5.0,49.357,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,318513,2017-11-09 18:58:44:970
2.1356,0.4693,6.7229,1.4905,-0.2576,9.6892,-0.0124,0.0861,-2.0592,0.4024,-0.0777,0.3961,420.0,3.81,1.81,-16.31,291.0,0.73,-8.53,5.0,46.864,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,319013,2017-11-09 18:58:45:470
1.7621,-0.0862,9.7683,1.5694,-0.1624,9.6788,-0.0676,-0.0622,-0.1785,0.0043,0.0564,-0.2119,447.0,4.44,2.69,-17.12,292.28,0.95,-9.21,5.0,40.423,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,319514,2017-11-09 18:58:45:971
2.0686,-1.5131,11.4347,1.5419,-0.1036,9.6841,0.5621,-1.1841,0.9138,-0.0458,-0.016,-0.3418,411.0,3.06,3.75,-18.56,303.39,0.44,-9.3,5.0,52.182,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,320014,2017-11-09 18:58:46:471
0.7183,-0.1628,8.6766,1.5213,0.106,9.6873,-0.771,-0.2151,-1.0438,0.148,-0.0468,0.1544,357.0,3.25,2.5,-19.06,298.41,-0.62,-8.92,5.0,51.629,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,320514,2017-11-09 18:58:46:971
